Source,Target,None
24968,44470,{}
24968,45733,{}
24970,25687,{}
24970,48510,{}
24971,27614,{}
24971,42011,{}
24971,43364,{}
24971,46380,{}
24971,47140,{}
24974,32690,{}
24975,25901,{}
24975,44399,{}
24976,26215,{}
24976,26319,{}
24976,34688,{}
24976,35859,{}
24976,39455,{}
24976,41181,{}
24976,49770,{}
24977,33615,{}
24977,34174,{}
24978,44330,{}
24979,37324,{}
24980,25621,{}
24980,26404,{}
24980,26857,{}
24980,49281,{}
24981,25627,{}
24981,36824,{}
24981,41867,{}
24982,32886,{}
24984,38333,{}
24984,39329,{}
24984,45130,{}
24985,28621,{}
24985,49452,{}
24986,29176,{}
24987,38198,{}
24988,41976,{}
24989,41222,{}
24989,42301,{}
24989,42971,{}
24991,32354,{}
24991,34362,{}
24991,37003,{}
24991,41556,{}
24991,43000,{}
24993,46849,{}
24994,28932,{}
24994,34055,{}
24994,34455,{}
24995,30411,{}
24995,35308,{}
24995,45791,{}
24996,25592,{}
24996,29223,{}
24996,29621,{}
24996,29778,{}
24996,30989,{}
24996,37216,{}
24996,43761,{}
24997,35464,{}
24998,29777,{}
24998,30441,{}
24998,42745,{}
24999,29094,{}
24999,34860,{}
24999,35875,{}
24999,36638,{}
24999,44191,{}
25001,28050,{}
25001,45831,{}
25002,32629,{}
25002,38041,{}
25002,40523,{}
25003,35022,{}
25005,33782,{}
25005,34695,{}
25005,40839,{}
25006,27798,{}
25006,30535,{}
25006,49544,{}
25007,25661,{}
25007,29899,{}
25008,28475,{}
25008,37584,{}
25010,30829,{}
25010,36285,{}
25010,39617,{}
25010,45643,{}
25011,27211,{}
25012,31327,{}
25012,47394,{}
25012,48346,{}
25013,27217,{}
25013,37443,{}
25013,38630,{}
25013,44375,{}
25014,25103,{}
25014,25559,{}
25014,34387,{}
25014,38065,{}
25014,47209,{}
25015,26512,{}
25015,48517,{}
25016,40296,{}
25016,46270,{}
25017,25995,{}
25017,27081,{}
25017,28004,{}
25017,39020,{}
25017,41886,{}
25018,46240,{}
25020,30065,{}
25020,46997,{}
25021,37931,{}
25022,46391,{}
25023,25702,{}
25025,33775,{}
25026,25210,{}
25027,41830,{}
25027,45639,{}
25028,25810,{}
25028,31277,{}
25029,28477,{}
25029,49218,{}
25030,31069,{}
25030,33575,{}
25030,34893,{}
25030,39448,{}
25030,45054,{}
25031,39877,{}
25031,40563,{}
25032,33722,{}
25033,28342,{}
25034,38220,{}
25034,46220,{}
25034,48922,{}
25035,31137,{}
25035,49309,{}
25035,49511,{}
25036,36367,{}
25036,44581,{}
25036,49390,{}
25037,32947,{}
25037,37012,{}
25037,46138,{}
25037,49174,{}
25037,49864,{}
25038,26083,{}
25038,31890,{}
25038,34152,{}
25038,40467,{}
25038,45921,{}
25038,47810,{}
25039,31267,{}
25039,46746,{}
25040,39021,{}
25040,39987,{}
25041,27311,{}
25041,27326,{}
25041,40370,{}
25041,42300,{}
25041,46375,{}
25041,48926,{}
25043,34917,{}
25043,37194,{}
25044,26695,{}
25044,29854,{}
25044,30398,{}
25044,38967,{}
25044,47464,{}
25044,48088,{}
25045,34169,{}
25046,36271,{}
25047,29165,{}
25049,26449,{}
25049,43602,{}
25050,27432,{}
25050,29438,{}
25050,30734,{}
25050,39550,{}
25050,43143,{}
25051,37241,{}
25053,29510,{}
25053,29580,{}
25053,34715,{}
25053,44990,{}
25053,46510,{}
25054,44779,{}
25054,46899,{}
25054,47418,{}
25055,25313,{}
25055,25536,{}
25056,26161,{}
25056,29622,{}
25058,32970,{}
25060,38279,{}
25060,38810,{}
25060,49798,{}
25061,28487,{}
25061,42414,{}
25063,26804,{}
25063,37133,{}
25063,42370,{}
25064,41099,{}
25065,26092,{}
25065,29706,{}
25065,35085,{}
25065,41524,{}
25065,46348,{}
25066,28884,{}
25066,33038,{}
25066,43843,{}
25067,36285,{}
25067,47370,{}
25067,49463,{}
25068,44961,{}
25070,27343,{}
25070,29602,{}
25070,35166,{}
25070,44924,{}
25070,47358,{}
25071,26368,{}
25071,31979,{}
25071,42559,{}
25071,44858,{}
25071,48656,{}
25072,36247,{}
25073,34914,{}
25074,25307,{}
25074,25870,{}
25074,28912,{}
25075,26079,{}
25075,35241,{}
25075,45184,{}
25076,40783,{}
25078,25388,{}
25078,25910,{}
25078,35675,{}
25078,39956,{}
25080,43943,{}
25081,40446,{}
25082,26028,{}
25082,29572,{}
25082,34935,{}
25083,28242,{}
25083,32110,{}
25084,30580,{}
25084,34264,{}
25084,40637,{}
25085,25657,{}
25085,27170,{}
25085,41614,{}
25085,46671,{}
25086,25466,{}
25086,38841,{}
25086,45365,{}
25087,26644,{}
25087,27556,{}
25087,39812,{}
25089,32553,{}
25090,42904,{}
25090,48793,{}
25091,28126,{}
25091,30394,{}
25091,30448,{}
25091,34746,{}
25091,37814,{}
25092,39025,{}
25092,44728,{}
25092,49864,{}
25093,26231,{}
25093,36731,{}
25093,49850,{}
25094,40547,{}
25094,41299,{}
25098,37988,{}
25100,31157,{}
25101,27351,{}
25101,27478,{}
25101,34868,{}
25103,43596,{}
25103,47319,{}
25103,48376,{}
25104,37188,{}
25105,32274,{}
25105,40212,{}
25106,46943,{}
25107,25393,{}
25107,49707,{}
25108,32533,{}
25108,43824,{}
25109,37376,{}
25109,42468,{}
25109,44790,{}
25110,39979,{}
25111,29871,{}
25113,27601,{}
25113,30742,{}
25113,30864,{}
25113,34012,{}
25114,26125,{}
25115,26403,{}
25115,29214,{}
25115,34774,{}
25115,36017,{}
25121,31074,{}
25121,32699,{}
25121,34048,{}
25121,42919,{}
25123,41218,{}
25124,41012,{}
25124,43141,{}
25124,45775,{}
25125,49349,{}
25127,27690,{}
25127,36765,{}
25128,29446,{}
25128,41425,{}
25130,25234,{}
25132,38946,{}
25134,29365,{}
25134,35594,{}
25134,39941,{}
25134,43034,{}
25135,34268,{}
25135,47095,{}
25135,48641,{}
25136,25929,{}
25137,34772,{}
25138,44405,{}
25139,29664,{}
25139,32342,{}
25139,33147,{}
25139,35402,{}
25139,38531,{}
25139,43680,{}
25139,48174,{}
25140,39056,{}
25143,41273,{}
25144,29027,{}
25144,34224,{}
25144,39623,{}
25145,43529,{}
25146,42490,{}
25147,39204,{}
25148,37969,{}
25148,48489,{}
25148,49357,{}
25149,41899,{}
25151,37000,{}
25151,43583,{}
25154,36910,{}
25154,42046,{}
25154,45132,{}
25154,48689,{}
25156,43116,{}
25157,32954,{}
25157,35895,{}
25158,33011,{}
25159,28628,{}
25159,35604,{}
25159,35694,{}
25159,40932,{}
25160,48134,{}
25161,25643,{}
25161,37518,{}
25161,44117,{}
25162,35115,{}
25163,31904,{}
25164,31036,{}
25165,30870,{}
25165,34214,{}
25165,41411,{}
25165,42617,{}
25166,35118,{}
25166,37058,{}
25169,44670,{}
25170,25843,{}
25171,31443,{}
25171,41233,{}
25172,38321,{}
25172,45886,{}
25173,35809,{}
25173,37009,{}
25173,40835,{}
25173,46777,{}
25173,48566,{}
25175,28462,{}
25176,25981,{}
25176,28668,{}
25176,29329,{}
25176,29672,{}
25178,26655,{}
25178,28119,{}
25178,37291,{}
25178,40249,{}
25178,41815,{}
25178,42955,{}
25178,43889,{}
25178,46983,{}
25179,29889,{}
25179,31510,{}
25179,39480,{}
25180,28131,{}
25182,31770,{}
25182,33088,{}
25182,33926,{}
25183,39208,{}
25184,42852,{}
25185,35481,{}
25185,49796,{}
25187,36341,{}
25188,27804,{}
25188,28221,{}
25188,29954,{}
25188,33898,{}
25188,49171,{}
25189,26288,{}
25189,27719,{}
25189,37178,{}
25189,40582,{}
25189,40743,{}
25189,47066,{}
25189,48521,{}
25190,34642,{}
25190,41490,{}
25192,25280,{}
25194,31950,{}
25194,35075,{}
25194,41423,{}
25195,41433,{}
25196,47725,{}
25198,25355,{}
25198,46920,{}
25198,48421,{}
25198,49995,{}
25199,25967,{}
25199,30087,{}
25199,30844,{}
25199,35663,{}
25199,38225,{}
25200,32562,{}
25200,36497,{}
25201,42187,{}
25202,36097,{}
25202,40300,{}
25202,45733,{}
25205,26583,{}
25205,32742,{}
25205,34587,{}
25205,40183,{}
25205,47151,{}
25206,28493,{}
25206,33089,{}
25207,46330,{}
25208,41111,{}
25208,44010,{}
25208,45208,{}
25208,48932,{}
25209,30746,{}
25209,43717,{}
25210,25915,{}
25210,27627,{}
25210,46091,{}
25211,38855,{}
25211,47413,{}
25212,49005,{}
25213,26774,{}
25213,36214,{}
25215,32583,{}
25215,32970,{}
25216,28041,{}
25216,31097,{}
25216,36119,{}
25216,38377,{}
25217,25943,{}
25217,26455,{}
25217,29594,{}
25217,32842,{}
25218,26942,{}
25218,30437,{}
25218,30843,{}
25218,45202,{}
25220,32183,{}
25220,35308,{}
25221,46099,{}
25222,25381,{}
25222,48027,{}
25223,26233,{}
25224,30529,{}
25224,46742,{}
25225,40587,{}
25225,42233,{}
25227,43037,{}
25228,27279,{}
25228,30875,{}
25228,37077,{}
25228,37092,{}
25229,41616,{}
25230,30645,{}
25231,25775,{}
25231,35519,{}
25232,43425,{}
25234,31561,{}
25234,40382,{}
25235,31966,{}
25236,35029,{}
25237,28524,{}
25238,33468,{}
25238,35533,{}
25238,36605,{}
25239,39232,{}
25239,40128,{}
25239,45948,{}
25240,25285,{}
25240,27375,{}
25240,45248,{}
25241,40362,{}
25241,45295,{}
25242,25714,{}
25242,27485,{}
25242,35439,{}
25242,45747,{}
25242,47994,{}
25243,33799,{}
25246,30130,{}
25246,30901,{}
25246,44745,{}
25247,28375,{}
25247,37532,{}
25247,37535,{}
25248,31441,{}
25248,40517,{}
25249,36116,{}
25249,39263,{}
25249,40037,{}
25249,41914,{}
25249,48755,{}
25250,31217,{}
25250,42758,{}
25250,43013,{}
25251,31805,{}
25251,48047,{}
25252,26178,{}
25252,31498,{}
25252,35268,{}
25254,28695,{}
25254,29693,{}
25255,27966,{}
25257,25992,{}
25257,32815,{}
25259,32297,{}
25259,36048,{}
25259,39338,{}
25259,46622,{}
25262,29337,{}
25262,30973,{}
25262,37678,{}
25264,26386,{}
25264,27885,{}
25264,31707,{}
25264,37821,{}
25265,42387,{}
25266,35417,{}
25266,42142,{}
25267,44392,{}
25268,33810,{}
25269,27948,{}
25269,36806,{}
25271,40741,{}
25272,26967,{}
25272,31112,{}
25272,36321,{}
25272,44718,{}
25272,49154,{}
25273,43213,{}
25273,44141,{}
25273,46315,{}
25274,30358,{}
25274,38302,{}
25275,39061,{}
25275,39652,{}
25275,49467,{}
25277,26695,{}
25277,36825,{}
25277,36935,{}
25277,40154,{}
25278,26334,{}
25278,28441,{}
25278,28481,{}
25278,29139,{}
25278,29495,{}
25278,30560,{}
25278,32474,{}
25278,34872,{}
25278,36668,{}
25279,26515,{}
25279,27916,{}
25279,33435,{}
25279,34440,{}
25279,35206,{}
25280,32015,{}
25280,37607,{}
25280,41991,{}
25282,31040,{}
25282,40807,{}
25282,44198,{}
25282,45517,{}
25283,34644,{}
25283,49916,{}
25284,43093,{}
25285,26215,{}
25285,48131,{}
25286,30988,{}
25286,41660,{}
25286,42340,{}
25290,29183,{}
25290,31219,{}
25290,31681,{}
25290,34217,{}
25290,41266,{}
25292,31397,{}
25292,41688,{}
25293,29625,{}
25293,34881,{}
25293,38053,{}
25293,47147,{}
25294,30254,{}
25294,30587,{}
25294,30733,{}
25294,36153,{}
25294,41452,{}
25294,45717,{}
25295,25455,{}
25295,27671,{}
25295,37900,{}
25295,38039,{}
25296,41144,{}
25296,45594,{}
25297,25801,{}
25297,26376,{}
25297,31636,{}
25297,48456,{}
25298,33001,{}
25299,33636,{}
25299,35469,{}
25299,43026,{}
25299,44352,{}
25300,25317,{}
25300,38024,{}
25300,39430,{}
25301,34929,{}
25301,48696,{}
25303,28108,{}
25303,41363,{}
25303,41460,{}
25303,43039,{}
25303,43989,{}
25303,49499,{}
25304,31303,{}
25305,27624,{}
25305,28377,{}
25305,28785,{}
25305,38881,{}
25305,42941,{}
25305,43602,{}
25305,46947,{}
25306,38401,{}
25306,39347,{}
25307,29201,{}
25307,34155,{}
25307,48331,{}
25308,30360,{}
25309,30266,{}
25310,46341,{}
25310,48547,{}
25313,49254,{}
25314,46537,{}
25316,49029,{}
25317,25446,{}
25317,36403,{}
25317,46079,{}
25317,47998,{}
25318,34597,{}
25319,34999,{}
25319,41672,{}
25320,30423,{}
25322,30566,{}
25322,48776,{}
25323,29997,{}
25323,46076,{}
25324,29564,{}
25324,47750,{}
25325,32606,{}
25325,36230,{}
25325,40368,{}
25325,43898,{}
25326,42475,{}
25328,28213,{}
25329,26844,{}
25329,33179,{}
25329,38266,{}
25330,41363,{}
25331,27063,{}
25331,37519,{}
25331,40413,{}
25331,42702,{}
25332,30732,{}
25332,42363,{}
25332,42682,{}
25334,26723,{}
25334,36892,{}
25335,49063,{}
25336,30056,{}
25336,44860,{}
25337,27950,{}
25337,36883,{}
25337,38106,{}
25338,33048,{}
25338,42807,{}
25340,30886,{}
25340,37979,{}
25341,47026,{}
25341,47791,{}
25342,29788,{}
25342,33692,{}
25342,33835,{}
25342,35431,{}
25342,37848,{}
25342,47753,{}
25343,42078,{}
25346,25552,{}
25346,25868,{}
25346,28178,{}
25346,29495,{}
25346,31605,{}
25346,31742,{}
25346,32170,{}
25346,32343,{}
25346,34698,{}
25346,39887,{}
25346,40458,{}
25346,44488,{}
25347,44757,{}
25347,48545,{}
25349,34621,{}
25351,30902,{}
25351,33425,{}
25351,43022,{}
25352,26431,{}
25352,37375,{}
25352,48940,{}
25353,28011,{}
25353,29246,{}
25353,40025,{}
25353,49787,{}
25354,26321,{}
25357,27218,{}
25357,32876,{}
25357,33861,{}
25357,48213,{}
25359,26371,{}
25360,29071,{}
25360,34702,{}
25360,43114,{}
25361,25637,{}
25361,28742,{}
25361,35502,{}
25361,44764,{}
25362,34444,{}
25362,37794,{}
25363,27451,{}
25363,28452,{}
25363,29642,{}
25363,32748,{}
25363,35514,{}
25363,48422,{}
25364,25946,{}
25364,35152,{}
25364,39470,{}
25364,45652,{}
25365,27790,{}
25366,30144,{}
25366,31027,{}
25366,32873,{}
25366,35599,{}
25366,37373,{}
25366,45673,{}
25367,25688,{}
25367,32750,{}
25367,34402,{}
25367,36631,{}
25367,38380,{}
25367,48238,{}
25368,42265,{}
25369,27393,{}
25369,34047,{}
25369,44379,{}
25369,44467,{}
25370,27385,{}
25370,33267,{}
25370,40119,{}
25370,43818,{}
25370,44079,{}
25371,25509,{}
25372,28360,{}
25372,30236,{}
25372,46776,{}
25373,30540,{}
25374,29298,{}
25374,30266,{}
25375,32254,{}
25376,38131,{}
25376,46581,{}
25380,39184,{}
25381,32817,{}
25381,39472,{}
25381,49762,{}
25382,38428,{}
25382,39463,{}
25382,42385,{}
25382,47098,{}
25383,29818,{}
25383,41566,{}
25383,43391,{}
25383,45865,{}
25383,48046,{}
25384,26518,{}
25385,41286,{}
25386,39710,{}
25386,49270,{}
25387,27005,{}
25387,42997,{}
25388,27277,{}
25388,30387,{}
25388,31025,{}
25388,37373,{}
25388,42959,{}
25389,30340,{}
25389,49927,{}
25390,37506,{}
25393,26195,{}
25393,26418,{}
25393,37373,{}
25394,33287,{}
25395,45407,{}
25396,30150,{}
25396,38484,{}
25399,29219,{}
25399,29694,{}
25399,31758,{}
25400,29852,{}
25401,25534,{}
25401,36306,{}
25401,38144,{}
25401,38597,{}
25402,39489,{}
25402,42179,{}
25403,28057,{}
25403,30082,{}
25403,42488,{}
25403,48464,{}
25404,29599,{}
25404,34263,{}
25404,38518,{}
25404,44534,{}
25405,25885,{}
25405,28254,{}
25405,29477,{}
25405,35242,{}
25405,38491,{}
25405,44714,{}
25405,44785,{}
25407,36868,{}
25407,49953,{}
25408,46411,{}
25409,27997,{}
25409,41691,{}
25409,43437,{}
25409,47502,{}
25409,47607,{}
25410,35373,{}
25410,38890,{}
25410,39269,{}
25414,29612,{}
25414,37486,{}
25414,42953,{}
25415,41434,{}
25416,27902,{}
25416,29924,{}
25416,33945,{}
25416,37748,{}
25416,44222,{}
25416,44919,{}
25416,48443,{}
25417,26895,{}
25418,25480,{}
25418,31643,{}
25418,42501,{}
25421,39648,{}
25421,43363,{}
25422,48991,{}
25423,25926,{}
25423,32913,{}
25424,36106,{}
25424,38080,{}
25425,27151,{}
25425,39359,{}
25425,42048,{}
25427,27728,{}
25427,49786,{}
25428,37262,{}
25428,49705,{}
25429,29550,{}
25429,38105,{}
25429,46051,{}
25431,35713,{}
25431,38267,{}
25431,40023,{}
25431,44803,{}
25432,26439,{}
25433,26502,{}
25433,39504,{}
25433,40126,{}
25433,43622,{}
25434,25766,{}
25435,45137,{}
25436,32830,{}
25436,36467,{}
25436,38401,{}
25438,27166,{}
25438,33052,{}
25438,33225,{}
25439,28776,{}
25439,34054,{}
25439,41362,{}
25440,26900,{}
25440,31701,{}
25440,40671,{}
25440,41171,{}
25441,36038,{}
25441,44910,{}
25442,41365,{}
25443,37243,{}
25444,25772,{}
25444,29894,{}
25444,39994,{}
25444,42883,{}
25444,45277,{}
25444,48567,{}
25444,49999,{}
25445,29436,{}
25445,30263,{}
25445,43474,{}
25445,44024,{}
25445,45870,{}
25446,26206,{}
25446,28808,{}
25447,39766,{}
25448,25611,{}
25448,29376,{}
25448,30596,{}
25448,32280,{}
25448,32744,{}
25448,34544,{}
25448,35741,{}
25448,49461,{}
25448,49946,{}
25449,29505,{}
25449,42512,{}
25449,44142,{}
25452,31971,{}
25454,26821,{}
25454,29645,{}
25454,30911,{}
25454,34715,{}
25455,29756,{}
25455,42786,{}
25456,37382,{}
25457,32565,{}
25457,35764,{}
25457,49133,{}
25458,28616,{}
25458,29973,{}
25458,31227,{}
25458,36932,{}
25458,44538,{}
25459,35351,{}
25459,47997,{}
25461,45517,{}
25461,49991,{}
25462,32281,{}
25462,33349,{}
25462,47469,{}
25464,31730,{}
25464,37216,{}
25464,37595,{}
25464,41826,{}
25465,39423,{}
25465,41290,{}
25466,27117,{}
25466,30621,{}
25466,32914,{}
25466,41799,{}
25467,27993,{}
25467,32483,{}
25467,32508,{}
25468,43356,{}
25468,46038,{}
25469,27798,{}
25469,45906,{}
25469,47313,{}
25469,48743,{}
25470,25669,{}
25470,27445,{}
25470,41257,{}
25470,47773,{}
25471,25811,{}
25471,49044,{}
25472,27805,{}
25472,34128,{}
25472,34741,{}
25473,30662,{}
25473,39002,{}
25473,43819,{}
25474,25704,{}
25474,29681,{}
25474,32412,{}
25475,35897,{}
25477,45648,{}
25478,38528,{}
25478,41324,{}
25480,33963,{}
25481,28679,{}
25481,37692,{}
25481,42644,{}
25485,33953,{}
25486,28517,{}
25486,48370,{}
25487,26464,{}
25488,35347,{}
25488,36266,{}
25489,42829,{}
25489,46771,{}
25489,49292,{}
25490,35911,{}
25490,42515,{}
25490,43219,{}
25491,27729,{}
25491,29264,{}
25491,34767,{}
25491,37704,{}
25491,38090,{}
25491,38777,{}
25492,27417,{}
25492,42338,{}
25493,28179,{}
25494,29841,{}
25494,32544,{}
25494,34900,{}
25495,43181,{}
25497,37514,{}
25498,30174,{}
25498,34395,{}
25498,49539,{}
25499,30145,{}
25499,30924,{}
25499,35138,{}
25499,36630,{}
25499,43493,{}
25500,26019,{}
25500,32778,{}
25500,33749,{}
25500,41276,{}
25500,43087,{}
25501,34734,{}
25501,35522,{}
25501,38704,{}
25501,42837,{}
25504,31544,{}
25504,49370,{}
25507,30442,{}
25507,41301,{}
25507,47882,{}
25508,29294,{}
25508,31504,{}
25508,37811,{}
25508,42995,{}
25508,46517,{}
25509,29998,{}
25510,27357,{}
25510,35009,{}
25510,42808,{}
25510,47271,{}
25511,26600,{}
25512,30771,{}
25512,32028,{}
25512,32657,{}
25512,43834,{}
25513,34213,{}
25514,47969,{}
25515,48574,{}
25515,49112,{}
25516,33834,{}
25516,35940,{}
25517,25619,{}
25517,33145,{}
25517,44020,{}
25517,45513,{}
25519,31360,{}
25519,33989,{}
25520,40683,{}
25520,43578,{}
25521,42365,{}
25521,45831,{}
25522,28107,{}
25522,29700,{}
25522,30933,{}
25522,39506,{}
25523,27155,{}
25523,27453,{}
25523,47142,{}
25524,34741,{}
25524,35404,{}
25525,26419,{}
25525,37149,{}
25526,28173,{}
25526,42003,{}
25526,45349,{}
25527,35429,{}
25527,40408,{}
25527,47164,{}
25528,31777,{}
25529,35654,{}
25530,25998,{}
25530,29929,{}
25531,27137,{}
25532,32349,{}
25532,38187,{}
25532,41392,{}
25533,27771,{}
25533,33400,{}
25533,39170,{}
25533,39893,{}
25533,43319,{}
25533,49124,{}
25534,26803,{}
25535,48079,{}
25536,27463,{}
25537,26075,{}
25537,28198,{}
25539,44740,{}
25541,25664,{}
25541,29385,{}
25541,43690,{}
25542,47499,{}
25543,30190,{}
25544,26168,{}
25547,28829,{}
25548,27259,{}
25548,28219,{}
25548,34484,{}
25550,29405,{}
25550,31873,{}
25550,39323,{}
25550,42922,{}
25550,48197,{}
25551,37461,{}
25551,40301,{}
25552,38708,{}
25552,39839,{}
25553,34238,{}
25553,47032,{}
25554,30039,{}
25555,35067,{}
25556,26542,{}
25556,32712,{}
25556,33232,{}
25556,35182,{}
25557,31080,{}
25557,40246,{}
25557,47390,{}
25558,47644,{}
25559,29842,{}
25559,33243,{}
25559,33821,{}
25559,36012,{}
25560,46385,{}
25561,37646,{}
25562,32599,{}
25562,33430,{}
25562,41270,{}
25562,49120,{}
25562,49692,{}
25563,26414,{}
25563,31304,{}
25563,34929,{}
25563,38413,{}
25564,31114,{}
25564,46723,{}
25566,27847,{}
25566,34035,{}
25567,28282,{}
25567,35971,{}
25567,40589,{}
25567,41328,{}
25568,33322,{}
25568,37184,{}
25569,27716,{}
25569,49699,{}
25570,31772,{}
25570,45898,{}
25571,31172,{}
25571,31304,{}
25571,33186,{}
25571,38297,{}
25571,39018,{}
25571,41148,{}
25572,36801,{}
25572,45949,{}
25572,47803,{}
25573,34271,{}
25575,36070,{}
25576,26824,{}
25576,29959,{}
25576,31717,{}
25576,40016,{}
25576,42732,{}
25576,46977,{}
25577,33790,{}
25577,49186,{}
25577,49558,{}
25578,26569,{}
25578,32257,{}
25579,39391,{}
25581,30947,{}
25582,27429,{}
25583,27369,{}
25583,38240,{}
25583,41637,{}
25583,42109,{}
25584,37310,{}
25585,33005,{}
25586,36200,{}
25586,37191,{}
25587,38942,{}
25587,42502,{}
25588,27231,{}
25588,39610,{}
25589,28274,{}
25590,32904,{}
25590,48093,{}
25592,37578,{}
25592,45448,{}
25592,47613,{}
25594,35843,{}
25594,38364,{}
25594,47274,{}
25597,33686,{}
25597,35848,{}
25598,36491,{}
25599,28160,{}
25599,42110,{}
25599,44434,{}
25600,44145,{}
25601,34142,{}
25601,44888,{}
25602,28955,{}
25602,41601,{}
25602,42044,{}
25602,43741,{}
25603,26186,{}
25603,34604,{}
25603,47962,{}
25603,48489,{}
25604,34480,{}
25604,35703,{}
25604,47339,{}
25604,47800,{}
25605,28128,{}
25605,42151,{}
25606,29687,{}
25606,32768,{}
25606,34195,{}
25606,40160,{}
25606,43797,{}
25607,30758,{}
25607,39465,{}
25608,25640,{}
25608,32034,{}
25609,26351,{}
25609,27670,{}
25609,27931,{}
25610,34193,{}
25611,48672,{}
25612,29207,{}
25612,29692,{}
25612,37177,{}
25613,28405,{}
25613,31847,{}
25613,39597,{}
25614,39709,{}
25615,36397,{}
25616,47996,{}
25617,28950,{}
25617,31848,{}
25617,33082,{}
25617,39226,{}
25617,44831,{}
25617,47421,{}
25618,26642,{}
25618,34203,{}
25618,41860,{}
25619,48004,{}
25620,36422,{}
25620,38400,{}
25621,36748,{}
25622,35844,{}
25623,29166,{}
25624,33363,{}
25624,41979,{}
25626,31026,{}
25626,36814,{}
25627,29129,{}
25627,30385,{}
25627,39895,{}
25628,39100,{}
25628,44683,{}
25629,30491,{}
25629,33986,{}
25629,37857,{}
25629,42514,{}
25629,48733,{}
25630,36123,{}
25630,36904,{}
25631,29687,{}
25631,34043,{}
25631,42233,{}
25631,49884,{}
25632,27761,{}
25632,32335,{}
25632,32656,{}
25632,37511,{}
25632,40236,{}
25633,45290,{}
25634,27366,{}
25634,35564,{}
25634,48392,{}
25635,31467,{}
25635,43666,{}
25637,44277,{}
25637,45812,{}
25638,44571,{}
25639,27945,{}
25639,33924,{}
25639,35612,{}
25639,38657,{}
25639,40501,{}
25639,45687,{}
25640,29785,{}
25640,44931,{}
25640,48514,{}
25642,32499,{}
25642,48679,{}
25643,37326,{}
25643,49495,{}
25644,26766,{}
25644,31836,{}
25644,34861,{}
25644,36662,{}
25644,38860,{}
25644,42238,{}
25644,45622,{}
25644,48557,{}
25646,30216,{}
25648,36761,{}
25648,44741,{}
25649,48316,{}
25650,27994,{}
25650,34583,{}
25650,35340,{}
25650,41835,{}
25650,45791,{}
25651,27780,{}
25652,30171,{}
25652,30298,{}
25653,31089,{}
25653,36094,{}
25653,49817,{}
25654,29592,{}
25654,47151,{}
25656,33418,{}
25656,38072,{}
25656,46354,{}
25657,45280,{}
25658,40818,{}
25659,35793,{}
25659,41847,{}
25659,47192,{}
25660,31899,{}
25660,34883,{}
25660,46469,{}
25660,47728,{}
25661,25678,{}
25661,28237,{}
25662,25741,{}
25662,30858,{}
25662,45353,{}
25662,45637,{}
25662,47171,{}
25663,30006,{}
25664,33063,{}
25665,35824,{}
25665,47757,{}
25665,47922,{}
25666,28133,{}
25666,31508,{}
25666,31586,{}
25666,35500,{}
25666,40909,{}
25666,41094,{}
25667,28615,{}
25667,39969,{}
25669,29983,{}
25669,30569,{}
25671,38218,{}
25671,43107,{}
25672,29604,{}
25672,43539,{}
25673,33972,{}
25673,34505,{}
25673,35693,{}
25673,42983,{}
25673,47405,{}
25674,36710,{}
25674,38551,{}
25675,45771,{}
25676,27331,{}
25676,37104,{}
25676,38252,{}
25676,49690,{}
25677,34130,{}
25677,41057,{}
25677,43304,{}
25679,25896,{}
25679,28298,{}
25679,40781,{}
25680,45294,{}
25681,35647,{}
25682,37874,{}
25682,38004,{}
25683,33117,{}
25683,40750,{}
25684,38121,{}
25685,30198,{}
25685,32209,{}
25685,41325,{}
25686,28140,{}
25686,28935,{}
25686,32676,{}
25686,44495,{}
25686,45475,{}
25687,31527,{}
25687,38830,{}
25688,26554,{}
25688,37283,{}
25690,30255,{}
25690,39364,{}
25690,47262,{}
25691,41021,{}
25692,40592,{}
25693,32384,{}
25693,41239,{}
25694,35688,{}
25694,38111,{}
25694,48705,{}
25695,42760,{}
25695,49523,{}
25696,32968,{}
25697,33896,{}
25697,40921,{}
25698,31330,{}
25698,43800,{}
25698,48593,{}
25699,32238,{}
25699,48834,{}
25700,37728,{}
25701,38868,{}
25701,39276,{}
25701,48497,{}
25702,42249,{}
25704,37457,{}
25704,37727,{}
25705,30950,{}
25705,35263,{}
25706,27803,{}
25706,33213,{}
25706,33509,{}
25706,40407,{}
25706,47906,{}
25708,29239,{}
25708,33021,{}
25708,40648,{}
25708,46843,{}
25709,26912,{}
25709,46990,{}
25710,29648,{}
25710,36022,{}
25710,45962,{}
25711,26655,{}
25712,45300,{}
25714,40698,{}
25714,45601,{}
25715,43169,{}
25715,46679,{}
25715,48577,{}
25717,27503,{}
25717,33177,{}
25717,41319,{}
25717,43079,{}
25717,48741,{}
25719,28049,{}
25719,30463,{}
25719,30693,{}
25719,30753,{}
25719,35275,{}
25719,36300,{}
25719,37223,{}
25719,37450,{}
25719,44142,{}
25720,28905,{}
25720,49605,{}
25721,45345,{}
25722,25794,{}
25723,31899,{}
25723,36209,{}
25723,44464,{}
25724,47843,{}
25726,28035,{}
25726,39873,{}
25726,40912,{}
25726,46740,{}
25727,27617,{}
25727,30600,{}
25727,32230,{}
25727,42866,{}
25728,32517,{}
25728,35893,{}
25728,43102,{}
25731,27654,{}
25731,27709,{}
25731,29393,{}
